ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID912113083,17 Tennyson St,3,h,1180000.0,3/06/2017,1.0,0.0,198.0,109.0,-37.807790000000004,144.88887
ID191254206,39 Winifred St,4,h,1350000.0,23/09/2017,2.0,2.0,264.0,23.0,-37.76898,144.9858
ID229918522,3 Stenson Rd,3,h,515000.0,10/12/2016,1.0,4.0,597.0,44.0,-37.7392,144.8241
ID679157958,5A Edward St,2,t,515000.0,3/09/2017,1.0,2.0,177.0,6.0,-37.70982,144.96397
ID762977922,2/16 Beaver St,3,t,1370000.0,22/08/2016,2.0,2.0,323.0,49.0,-37.8704,145.0411
ID983894011,3 Border Dr,3,h,918000.0,22/07/2017,2.0,2.0,669.0,19.0,-37.73936,144.85873999999995
ID857603265,1/41 Morang Rd,1,u,450000.0,11/03/2017,1.0,1.0,0.0,49.0,-37.8237,145.0242
ID993246363,16 Bamfield Rd,2,t,565000.0,6/08/2016,2.0,1.0,201.0,12.0,-37.7426,145.0556
ID574234988,4a Cohen St,3,h,583000.0,10/09/2016,1.0,1.0,412.0,16.0,-37.7459,144.8643
ID347104586,2/105 Raleigh Rd,2,t,479000.0,14/05/2016,2.0,1.0,0.0,64.0,-37.7691,144.8905
ID257241414,81 Kubis Dr,4,h,1005000.0,29/07/2017,2.0,2.0,785.0,69.0,-37.79465,145.2244
ID493514120,215 Derby St,3,h,840000.0,29/07/2017,1.0,1.0,438.0,39.0,-37.71962,144.94756
